pval	A	s.t..oConditionAKI	s.t..oConditionRef	gene	fdr
0	0.358809652068779	0	0	SRRM2	0
1.78272755196715e-27	0.054027674383653	0	0	SRSF5	4.80124184295794e-23
1.13136512912274e-28	0.0360832281869547	0.00227013076180937	0.419619441592475	SRSF6	3.06328422361272e-24
4.16834601938117e-30	0.0348939811931707	0.00915493452723948	1.79710594294669e-06	SS18	1.13466546993575e-25
2.94318482063908e-15	0.0169160029781176	7.57337963521731e-05	0.000183524480814379	SSBP1	7.34118589812006e-11
0	0.187555069916972	0	0	SSBP2	0
3.02143139695883e-27	0.0365919475994744	4.43725888146784e-05	0.000151133529674219	SSBP3	8.12644188526048e-23
1.23684237408693e-29	0.0202712055399978	0.00375717165493494	0.00162165211809545	SSBP4	3.36111915158124e-25
3.76842736108228e-26	0.0324203584135131	6.7303328113999e-06	9.31699140815923e-06	SSH1	1.00888337310895e-21
2.67722656117895e-200	0.211656531570581	0	0	SSH2	8.25710215998811e-196
1.42955340591649e-40	0.0112179895061444	0.000118553712998515	3.63729729673246e-05	SSPN	4.01704507062533e-36
1.36675851684566e-22	0.0186876531998676	0.000137426349830438	0	SSR4	3.59389152004566e-18
1.42215718066624e-75	0.0249319882696484	0	0.000246932879559847	SSTR2	4.19152385857762e-71
3.00279333857945e-24	0.0338212278397638	5.55325636891757e-06	5.75199848756314e-05	SSX2IP	7.96611044791743e-20
1.356051566464e-87	0.0454298029398543	0	0	ST14	4.03655869789339e-83
1.24528334148821e-58	0.0487292764542926	0	0	ST18	3.6069631986206e-54
4.80072862235969e-19	0.0310681979581197	0.00123024314399633	0.017660127626999	ST3GAL1	1.23402729237756e-14
1.40602423597268e-43	0.0335782111433498	4.38941424827921e-05	0.219813821767821	ST3GAL2	3.97384629812958e-39
5.69668610678727e-35	0.0164585187304482	0	0.0268757360478271	ST3GAL5	1.57530460910988e-30
4.88900012724297e-36	0.0413231460111839	0	0	ST3GAL6	1.35664864530865e-31
2.57734313359372e-233	0.0820775442708651	5.08573893506781e-05	0.000102840487395062	ST5	7.98589769944014e-229
0	0.157233414386947	0	0	ST6GAL1	0
1.56679299147378e-168	0.230950236583303	0	0	ST7	4.80300391536289e-164
7.80419570721115e-71	0.0244962351044304	0	0.00411732976336521	ST7-AS2	2.29178011137963e-66
3.11805710262938e-22	0.0301576742205105	0	0.000490438630093459	ST7L	8.18489989440212e-18
8.9777004642567e-54	0.0210708213418221	0	0.00095682273677572	STAC	2.58153776849701e-49
4.18815385306228e-266	0.210055119374107	0	2.89588148572051e-06	STAG1	1.30167821753176e-261
8.34277327480874e-50	0.0609853401419623	0	0	STAG2	2.38403089100935e-45
1.67937435184085e-26	0.030419862506708	4.58586587159249e-05	0.00132138307275181	STAM2	4.50240263728533e-22
5.60349196873227e-12	0.0187148251778359	0.00688276029659579	0.00104897861064834	STAMBP	1.34511824709418e-07
1.39233027974934e-86	0.0221790162856683	0	0.346115340849968	STAMBPL1	4.14120795105846e-82
4.78522406280798e-12	0.0429969105147824	0.000748535712733811	0	STARD13	1.14984149005213e-07
1.02230631560266e-64	0.0219153900638589	0	0.386036953727226	STARD4-AS1	2.98237421450763e-60
1.43593475744644e-84	0.0285463474696145	0.000186029826821865	2.86735672129224e-05	STARD9	4.26486982309168e-80
2.68410802082196e-100	0.0647635018501705	0	0.236463444140348	STAT1	8.05125041925755e-96
1.32536448731825e-135	0.122096630136771	0	0.000331339688184107	STAT3	4.03109608817847e-131
1.52562366460051e-32	0.0675181159749584	0.000306382313074671	0.129682819300358	STAT5B	4.19043051955821e-28
1.36552610417102e-21	0.0346636825196276	1.6596172559169e-05	0.178653373092498	STAU1	3.57207973590098e-17
3.85143983238579e-129	0.127497774303567	0	0	STAU2	1.16902753232406e-124
3.29459669631146e-29	0.0160867833032655	7.59804680021126e-05	0	STC1	8.93889975643224e-25
4.63782468476049e-19	0.0276362196844172	0	0	STEAP1B	1.19229196995823e-14
1.20660721405388e-11	0.0129852812701556	0.00358455175379863	0.00244993810380356	STEAP2	2.88270529509612e-07
3.56947688224574e-130	0.0875259505581978	0	0	STIM1	1.08380026575627e-125
7.57070580856103e-17	0.0140774444267426	4.34116819231223e-06	0.798819270814587	STK10	1.91644846837914e-12
1.0020875146645e-58	0.0271771960155781	8.21859181054929e-06	0.0297504804820114	STK17A	2.90294732123159e-54
3.04982314015232e-16	0.0106010069660666	0.00173168655380995	1.01803785623744e-07	STK17B	7.68250449004369e-12
3.51268886136791e-81	0.0776589783528591	0	9.7392482025227e-06	STK24	1.04017742562827e-76
1.12407856644421e-13	0.0246186784063414	0	0	STK25	2.75916324919395e-09
5.78523775613239e-18	0.0705703093226193	0	0.000548475761660172	STK3	1.4759298563445e-13
2.42985450571213e-15	0.0184456386462889	0	0.00129157180311157	STK32A	6.06467386080691e-11
8.65143798343935e-41	0.0955109053672613	0	0	STK32B	2.43200573152464e-36
6.01520459724583e-126	0.156521030828191	0	0	STK33	1.82381003388494e-121
1.69130272856622e-65	0.0704107875584616	0.000795715715538492	0.191041927462295	STK38	4.93894222795908e-61
0	0.119198004629702	1.55480569330457e-06	2.5178361606204e-06	STK39	0
1.216339528111e-16	0.0207127325787369	0.00477644259391447	0.023947567274462	STK4	3.07417652334774e-12
1.00817930190443e-26	0.0233989923169067	3.74652519341545e-07	0.00294793212739963	STMP1	2.70615488217186e-22
4.21997921812265e-31	0.0334125675798114	0	0	STOM	1.15260292384584e-26
6.62284402658708e-201	0.213101871419156	0	0	STON2	2.04321361064238e-196
0	0.601697340466289	0	0	STOX2	0
9.12478461121167e-201	0.221900488858282	1.27900270228132e-05	0	STPG2	2.81490480471269e-196
4.78622083526353e-150	0.0474834968533539	0	5.37138960893246e-06	STPG3-AS1	1.46104177217255e-145
5.63237443509479e-127	0.0394081336408618	0	1.1793944739158e-06	STRA6	1.70874975611906e-122
3.16371812765681e-65	0.0754814941978066	0.00740800480448384	1.91107540864488e-06	STRBP	9.23615870188128e-61
1.28702748495037e-86	0.0379982895135767	0	0	STRIP2	3.82813455123638e-82
1.72200532964243e-83	0.0579044534308992	0.00606294345854264	0	STRN	5.10953421411503e-79
1.53712758757678e-187	0.168718084502995	0	0	STRN3	4.72974158697376e-183
5.02651193529334e-79	0.0204237665592493	0.00437655415856147	0.236599699019373	STS	1.48644010950495e-74
8.01073749583768e-37	0.0287676939992613	0.000719736890535727	0.00563890867859751	STX17	2.22834684921717e-32
3.0800026848011e-59	0.0613316409304545	0.0019513625816967	0	STX18	8.92985178404384e-55
1.73206794200366e-15	0.0252106131789353	0.00140465565575121	0	STX18-AS1	4.33016985500915e-11
6.06826161646496e-115	0.142534149487892	0	0	STX3	1.83285773863708e-110
9.64410447729948e-28	0.0212091273076555	0.00790953315781234	0.10334423763121	STX6	2.59976124394562e-23
3.20988798005101e-34	0.0731365811432546	0	0	STX7	8.85800686974876e-30
1.49334523332517e-25	0.050822711336995	0	0	STX8	3.98857578368821e-21
1.43169781602388e-36	0.0251306200812799	0.000365469614720448	0	STXBP2	3.97926090985677e-32
5.773363523594e-52	0.0371744944255538	2.25176156959384e-06	1.71580470709198e-06	STXBP3	1.65533878948487e-47
4.40574490622352e-39	0.0433517754860935	0.00030813093980292	0	STXBP4	1.23321205670102e-34
1.13252163336724e-109	0.0697272609159161	0.00712311157543244	2.87179722726072e-05	STXBP5	3.41319369864219e-105
7.4859356043085e-243	0.076072207753749	0	0	STXBP6	2.32183778703233e-238
1.41385354138214e-12	0.014622849922675	0.000408337019431049	9.24349023356807e-06	SUB1	3.42293942368615e-08
1.52795282322999e-155	0.0954128659245209	0	0	SUCLG1	4.67018780420247e-151
1.73149018038242e-36	0.0885557360715584	0	0	SUCLG2	4.81094546619254e-32
4.05558298646611e-36	0.0651545718083926	0	0	SUCLG2-AS1	1.12562705789367e-31
1.85675294548288e-15	0.0152717975077151	0	9.40960285601422e-05	SUCNR1	4.64021128605628e-11
2.53344547289455e-21	0.0533462854885033	0	0	SUFU	6.61609285246411e-17
0	0.427883722567593	0	0	SUGCT	0
1.08365279986368e-66	0.0615103888744474	0	0	SULF2	3.16816732568146e-62
2.34649973027778e-17	0.0125382595496571	0	0.00160868658621971	SULT1A1	5.96386371447401e-13
2.15248858864806e-175	0.130960217827359	0	0	SULT1C2	6.60792471829068e-171
1.27352297797119e-31	0.0844558743491681	8.51338756785447e-06	0	SUMF1	3.48588709530273e-27
1.72856458043791e-21	0.0243307258219337	0.00135375897870454	0.035864826759234	SUMF2	4.51829495680665e-17
2.32381910630698e-45	0.0377703087473876	3.21933244240014e-05	0.000189005127065989	SUN1	6.59174527695039e-41
5.29993960981484e-38	0.0203966741035195	3.72039725852757e-05	0.0329159089448579	SUOX	1.47857715234614e-33
2.74065116609797e-38	0.0406816655303117	5.94415391330649e-06	4.69102031976365e-05	SUPT20H	7.6510758603957e-34
0	0.192392062474935	1.97829486093259e-05	0	SUPT3H	0
5.46828526202767e-131	0.0416684768251123	0	0	SUSD2	1.66055418551994e-126
9.98229903221667e-40	0.0189019534395356	0	5.09944138517016e-05	SUSD3	2.79773894975936e-35
3.41343242004028e-17	0.0140892390718633	0.000266897736823202	0.0146356995172759	SUSD4	8.66260879557821e-13
1.42285896247943e-21	0.034331159340705	0	0	SUSD6	3.72148761636495e-17
1.14200695785919e-43	0.0480574238601081	0.00479627907771224	0.000853804066757669	SUZ12	3.22822526847637e-39
0	0.269815868829497	0	0	SVIL	0
1.40134500729176e-110	0.056679286041889	2.82385113906658e-05	2.27998659635409e-06	SWAP70	4.22533546598612e-106
6.89556095144031e-39	0.011393111084953	0	0	SYBU	1.92903317616543e-34
6.25135306000158e-82	0.0354881490646879	0	0	SYK	1.85227591167847e-77
1.44797334882769e-13	0.0220013830916535	0.000428290862275083	0.00452142763669783	SYMPK	3.54985146198597e-09
2.38408326485389e-131	0.0729760702082607	0	0	SYN2	7.24093769201424e-127
6.1204372012717e-85	0.0169835551231869	9.75221011723093e-07	0.280411756718415	SYNC	1.81838189249782e-80
3.43982641887815e-71	0.0883982434226456	0	0	SYNDIG1	1.01041461228127e-66
5.79456565091473e-24	0.07205368669436	0	0	SYNE1	1.53550195183589e-19
1.12443629588997e-309	0.390887946712578	0	0	SYNE2	3.50722925051039e-305
4.7479371045436e-47	0.017137571848073	0.000145040126816931	0.000377755839643446	SYNGR1	1.35097802372683e-42
1.46457517369163e-12	0.0118010497093566	3.20282562255025e-06	0.00816311057134284	SYNGR2	3.54471129288585e-08
3.84382444141882e-70	0.0259281127894135	0.000274553414840062	5.40310798553545e-05	SYNJ2	1.12820091180084e-65
1.46784849601168e-26	0.0171729638139798	0	0.478470583094982	SYNPO	3.93647609660413e-22
8.61285162510938e-23	0.0144641455646499	0	0.751598604411848	SYNPO2	2.26724706179379e-18
2.87410399907073e-19	0.0216543427615634	4.98405239296451e-06	0	SYPL2	7.40196743920676e-15
7.07211516107969e-47	0.0233707967547992	0	0.000561559114575505	SYT14	2.01194604217556e-42
1.09079455425842e-167	0.0277035464311129	0	2.40231360590371e-05	SYT16	3.34306714989121e-163
7.19711632028174e-25	0.0237953164753907	1.07058014027217e-05	6.23079306866225e-06	SYT9	1.91558447980619e-20
0	0.169946504715795	2.96516250958279e-06	0	SYTL2	0
2.62577703854506e-53	0.0569304563037299	2.12121369258522e-06	0.000139883454717049	TAB2	7.54385743173997e-49
8.53485448244844e-65	0.106419962160565	1.41230313519536e-05	0	TACC1	2.49038518943363e-60
3.53339223673151e-10	0.0252147225174073	0	0	TACC2	8.23881067838686e-06
5.26317688388683e-52	0.0358483289597686	0	0	TACSTD2	1.50921597145455e-47
1.31749234520778e-76	0.0829902166282519	0	0	TAF15	3.88686591683201e-72
1.58139338843871e-37	0.030070872827025	2.97628732729427e-05	0	TAF1C	4.40781779159522e-33
1.19039845675467e-24	0.0352278684699547	3.11998481891673e-05	0.00372456378822517	TAF2	3.16372197851687e-20
5.19795102569826e-16	0.0293769775161155	0.00320765855874833	0.010874159119872	TAF3	1.30619311324772e-11
5.43988004218504e-13	0.0140978377474614	8.41860351041834e-07	0	TAGLN	1.32433879626995e-08
1.72235045703588e-61	0.0294008302036895	0	2.51887603329726e-05	TAGLN2	5.0061838384205e-57
6.96632560636158e-322	0.162872031729285	0.00177259722850776	0	TANC1	2.17467786453789e-317
3.75815190852335e-142	0.0882724849653198	0.000101452100377153	0	TANC2	1.14529679412249e-137
7.63142036906001e-16	0.0424771928681058	0	0	TANGO6	1.91457074218977e-11
9.3659747405052e-204	0.0972050604838202	0	0.000576062251137988	TANK	2.89052712441471e-199
4.80840092126308e-116	0.117331333706286	0	0	TAOK1	1.452714086332e-111
3.37182918384243e-10	0.0415304295717236	0	3.92447056597467e-05	TAOK3	7.86715185174115e-06
3.26813162963916e-97	0.0577933497540903	7.56755451220004e-06	0.570320262774478	TAPBP	9.78511291230262e-93
8.08637722561333e-241	0.172326903686546	0.00102825630863124	0	TAPT1-AS1	2.50750471389044e-236
2.49273258082635e-50	0.0386347652586575	0.000860088655485758	4.63304158704325e-07	TARBP1	7.1302122741957e-46
7.419744441351e-104	0.103705888344465	0	0	TASP1	2.23007838929246e-99
7.62981700337322e-14	0.045540544853617	0	1.23341416885525e-06	TBC1D1	1.87670608831971e-09
8.51961241395248e-33	0.0237932213952001	1.68418637877532e-05	4.41184145055229e-05	TBC1D10A	2.34229704096796e-28
1.20831974285472e-59	0.0386278391290782	1.19439402973542e-06	6.48061064129068e-06	TBC1D13	3.50497307809868e-55
2.27699577698196e-76	0.093783737626203	0	0	TBC1D14	6.71554364505291e-72
4.68101351249466e-278	0.138698426571508	2.51739347051361e-06	0	TBC1D16	1.45654416454784e-273
4.15099185172616e-25	0.0244615738026467	0.000176656324860192	0	TBC1D17	1.10636385824057e-20
3.03798609311802e-12	0.0537329389533332	0.000155273863677141	0	TBC1D22A	7.31941989414925e-08
2.18013658887639e-58	0.0421906650842849	0.00332188391094301	2.77028729317452e-06	TBC1D22B	6.31214946577381e-54
5.14996977447835e-39	0.0354859065487349	1.55710448580537e-05	0.000291993143313962	TBC1D2B	1.44121904138777e-34
1.67422727097699e-94	0.10523064129748	0	0	TBC1D4	5.00443273567732e-90
2.24991387254641e-87	0.143711248525139	0	0	TBC1D5	6.69574368469812e-83
8.17298901769873e-23	0.0240781475222299	5.42630157135404e-06	0.196891371415102	TBC1D7	2.1518662784699e-18
3.30321958378241e-22	0.0522820175823389	0	0	TBCA	8.66929979763693e-18
3.03111496468045e-25	0.0762878981616677	7.41330743287971e-05	0	TBCK	8.08580227978156e-21
2.47646732143542e-17	0.0194672523341828	0.00597522471606204	0.00184676959868368	TBK1	6.29369405069597e-13
9.36799663464566e-40	0.0228410757113737	1.05983172365431e-05	0	TBKBP1	2.62594313665752e-35
6.27284624171127e-288	0.219263706639803	0	0	TBL1X	1.95342704813131e-283
1.37434749887714e-314	0.230722837201381	0	0	TBL1XR1	4.28865137024612e-310
7.10926647733779e-39	0.0335679108641339	0	0.0320421068113371	TBL1Y	1.98860401904093e-34
1.18466519528585e-81	0.0818458942517961	0	0	TBX2	3.50909677495622e-77
1.00062644518468e-32	0.0198911811963062	7.33328772539732e-07	2.87618295596315e-05	TC2N	2.75032184723462e-28
3.56775094522326e-19	0.0414203094637718	4.24953587957466e-05	0	TCAIM	9.18125028243753e-15
0	0.285501666783281	0	0	TCF12	0
1.51349807977982e-111	0.0919163852432366	4.95113836310734e-05	0	TCF20	4.56592100707976e-107
1.48327134262378e-38	0.0323140133463441	8.67450772378264e-05	2.14142505678971e-05	TCF4	4.14455678555936e-34
4.74559032343828e-130	0.0495799558609957	0.00519442251432534	0	TCF7L1	1.4408086780991e-125
4.47557452926998e-55	0.0909436131205248	0	0	TCF7L2	1.28977106784502e-50
7.86473439425402e-16	0.0162959956104247	0.00238295065001515	0.0982275532947656	TCHP	1.97302591748651e-11
2.89376472263025e-33	0.0371659863127696	0	0	TCP11L1	7.9679811637624e-29
1.17107278042782e-44	0.0580356572172179	0.000983485482821456	0.000613689511521576	TDRD3	3.31694654328375e-40
1.82424853903066e-226	0.269895623520691	0	0	TEAD1	5.64860317625454e-222
7.35719897586499e-57	0.0145271907811008	0.00737150534321751	5.28524538245811e-06	TEAD2	2.12615693203522e-52
5.75168280405123e-42	0.0280509844362531	0.00012581375752263	0.0579793661358378	TEAD4	1.62122683197792e-37
2.48503485050625e-14	0.0260762878015798	0.00369814775221866	0.000671863969727571	TEC	6.1392785981757e-10
2.01616051644747e-48	0.0414631411288162	0.00965189632723323	0.00698014996920227	TECR	5.75008979290817e-44
3.64865613200238e-39	0.0256620185568034	0	0	TEF	1.02155074383803e-34
6.99656528446328e-125	0.11582967470889	0	0	TENM1	2.12065893772082e-120
1.26710668617621e-50	0.0760341484945586	0	6.73388146056886e-05	TENM2	3.62531893981877e-46
0	0.173339306979253	0	0	TENM3	0
3.36752431300739e-15	0.0360693084262102	0	0	TENM4	8.39523811232741e-11
8.89892656649173e-96	0.106746045904317	0	0	TENT2	2.66184691456901e-91
1.21240920842215e-32	0.0610227895636869	0	0	TENT4B	3.33109430013985e-28
2.76828600997362e-16	0.0236631725042633	7.74540085135556e-05	1.19221023608951e-06	TERF1	6.97525025933052e-12
3.76492160417288e-101	0.0250359550046938	0	0.0138017476160873	TESC	1.12989062262832e-96
2.16139085504287e-16	0.0385100398964414	5.56577210769627e-06	4.57407119656694e-05	TET2	5.4503793191616e-12
2.0271410865702e-46	0.0467905669706999	0.00855617994340896	0	TET3	5.76154039624982e-42
4.09241176251647e-26	0.0184194935998163	8.33295418602997e-05	0.0867858832838239	TEX10	1.09553862882566e-21
3.06104942952753e-41	0.0422163232087497	7.18215153827639e-06	0	TEX2	8.61348698974752e-37
3.95742670083287e-45	0.0433528890070006	3.29581321767969e-05	0.00225740088048626	TEX9	1.12193046968612e-40
1.10676499219523e-27	0.0332713705370928	0	9.57345619028716e-05	TFB1M	2.98262097746693e-23
7.38774305958744e-80	0.0811065422180088	0	0.0033492622097524	TFCP2	2.18581153904014e-75
2.60103419808627e-97	0.128546507119285	0	0	TFDP2	7.78827669932971e-93
3.27392032902115e-14	0.0119514754204845	1.92600479209659e-06	0.00772994216512357	TFE3	8.08101754812291e-10
4.58498827979434e-97	0.0728620355902752	3.1372908475602e-05	0	TFEC	1.37265379120483e-92
5.73862260536433e-36	0.0384965287166306	0.000538453390598381	0	TFG	1.59189391072806e-31
1.1058532154112e-63	0.0748825060008621	2.58039648737274e-05	2.8044726255394e-05	TFPI	3.22245626970825e-59
3.67058528143135e-99	0.0189068568196228	0	0	TFPI2	1.10029464396186e-94
2.99688980934346e-37	0.0258444988905189	4.06661449875445e-06	0	TG	8.34603843004061e-33
0	0.083983529174359	0	0	TGFB2	0
9.28730717629641e-29	0.0346760752314299	0.0019233338132873	0	TGFBR1	2.51528140255636e-24
9.64563907565348e-94	0.05998086043423	0.00016191018982975	0	TGFBR2	2.8820204994145e-89
7.13763470965639e-175	0.118273995482906	0	0	TGFBR3	2.19068284508774e-170
7.29008932715537e-38	0.0246278320790867	0.00911021650078431	0.120792680477806	TGIF1	2.03342461602345e-33
8.5764231676827e-40	0.0135206217719421	1.68292534369341e-06	0.00180611065270964	TGM2	2.40465752775487e-35
2.62393194730461e-144	0.118276222286382	0	0	THADA	8.00115568691594e-140
4.19373804790601e-82	0.0621695155562711	0	0.000203268126971246	THBS1	1.24268845835551e-77
8.2194198593344e-137	0.0313508219802263	2.64940045599515e-05	0	THBS2	2.5006762980039e-132
8.22507890907916e-50	0.0365664797859765	1.42355414950446e-06	2.82232271286986e-06	THNSL2	2.35048079984755e-45
7.15163753038493e-36	0.0619409706086478	1.36570857189877e-06	0	THOC2	1.98286302167453e-31
2.28241369312839e-18	0.0634305872399089	0	0	THRB	5.83887070976105e-14
2.06289736625247e-123	0.0850975003062194	0	0	THSD4	6.24996015053512e-119
1.29467230536239e-20	0.0262733186801652	2.21562263842956e-05	3.23645419347818e-06	THSD4-AS1	3.36511225609791e-16
3.19314170216388e-45	0.0190112865944315	0	1.27916439845999e-06	THSD7B	9.05479192482611e-41
1.77430645265879e-13	0.0266732224457341	0	0	THUMPD1	4.34492164127085e-09
3.06018843465553e-15	0.0242789528283792	0	2.08235316698779e-05	THUMPD3-AS1	7.63180393718742e-11
5.63937241310466e-36	0.0467836700509164	0	0	THY1	1.56447469484349e-31
2.09401998997067e-153	0.0644671923808629	3.93860457165163e-06	0	TIAM1	6.3978592753574e-149
4.78258661756047e-69	0.0615677157591445	0	0	TIAM2	1.40196744107168e-64
2.31214944972882e-15	0.0168603092151186	0.00383380669538025	0.0206765995555209	TICAM1	5.77274353113794e-11
5.73807275342036e-26	0.0123551046668837	0.00121408154970959	0.00010004608648928	TIGD2	1.53504922299501e-21
0	0.0932011190535266	0	0	TIMD4	0
2.99838941145443e-10	0.0142045450186886	0.000541353959265911	0	TIMM13	7.0033381483341e-06
0	0.488741358610112	0	0	TIMM23B	0
3.66786086619474e-25	0.0151494521837762	0.000110376774288712	0.187699514093328	TIMP1	9.77778349710194e-21
3.84378989185974e-130	0.0406911887506293	0	1.55399203451423e-05	TIMP2	1.16705148696645e-125
0	0.527863898477537	0	0	TINAG	0
2.38173919809368e-53	0.0482025169438786	0	0.000211293410962654	TINAGL1	6.84368941180239e-49
1.70617100310918e-12	0.0179718982176869	3.00042117817867e-07	1.21250166992826e-05	TK2	4.1256921026183e-08
5.1778799642386e-135	0.0486771759457342	0	0	TKFC	1.57438618192639e-130
9.52824995911434e-14	0.023050891270432	0	0.0223999378141707	TKT	2.34118629745398e-09
0	0.152703352163136	5.37464905321916e-05	0	TLE1	0
1.20595880417421e-67	0.0262346065771565	0.000212001168290565	8.2243492628975e-06	TLE2	3.52863546101373e-63
4.41930812779851e-47	0.0448590517598768	1.3278354545343e-06	1.36883035730673e-05	TLE4	1.2576467070089e-42
2.1198439152604e-48	0.0671009442352171	0	0	TLK1	6.04558286193113e-44
7.92366650328666e-60	0.0623609109054792	4.95513593657404e-05	0	TLK2	2.29881412593353e-55
9.08626348060807e-74	0.0765037486366697	0	0	TLL1	2.6732695786297e-69
1.94384208790663e-67	0.0116176115734381	0	0.000391241930841557	TLL2	5.68573810712688e-63
1.67353669510034e-10	0.0562274603270811	0	0	TLN2	3.92645179404441e-06
9.77363495600511e-31	0.0341932373626223	0.000630587940445404	0.0187392711875482	TM2D1	2.66634535234775e-26
2.18797763481099e-28	0.0114391904655623	2.79266281061341e-06	0.206688192499483	TM4SF18	5.91651032229239e-24
1.74421287037958e-27	0.0205464826207897	0	0	TM7SF2	4.69786294508035e-23
1.00473315682653e-70	0.0983225643668873	0	0	TM7SF3	2.95039891502111e-66
2.44382969894381e-22	0.026719618491649	0.00431129119516843	7.00339882392376e-06	TM9SF2	6.4192074702157e-18
5.45026748811366e-14	0.0231093011595636	1.60678104622058e-05	-5.19421166744749e-07	TM9SF4	1.3426733956968e-09
1.0675903660969e-26	0.0473417981718096	0	0	TMBIM6	2.86509226549426e-22
6.77501933316421e-87	0.0604226946962701	0	0	TMC1	2.01563600180969e-82
3.64725071014e-230	0.17848632329981	0	0	TMCC1	1.12966296245166e-225
4.82136491372603e-46	0.0446440154247853	0	0.00265555229665776	TMCC3	1.36950870374388e-41
1.03648672848801e-30	0.035365136840671	0.00017761019489787	0	TMCO4	2.82722484929673e-26
3.81433347480177e-39	0.0267971673831846	0.000388527216841461	0	TMEM101	1.06782265627076e-34
0	0.127312450869654	0	0	TMEM106A	0
2.08584432300194e-18	0.0441908313555497	1.84826096937818e-05	0.000473499099778618	TMEM117	5.33684128483275e-14
2.77557791754979e-57	0.0341689453146268	2.86019983558594e-06	2.96268866634142e-06	TMEM120A	8.02669377976223e-53
9.93856261512252e-120	0.0512478558364339	1.82388959962809e-06	0.0253720664783849	TMEM123	3.00830351797144e-115
5.29324195572962e-161	0.0238543459860369	0	0	TMEM130	1.61994376813149e-156
6.6369701974821e-21	0.0426138935945351	0.0098712237453541	6.26866016373295e-06	TMEM131	1.72873162733816e-16
5.69752558172068e-249	0.0712649029760609	0	0	TMEM132D	1.76828403954283e-244
5.45997317229895e-51	0.0253822356019551	0	7.27004055334213e-06	TMEM132E	1.56313571949747e-46
1.25849741396544e-35	0.0676844105986499	5.09716418601869e-05	0	TMEM135	3.48679293513264e-31
1.42154515846231e-33	0.0218804677007251	1.63611708958733e-07	0.000252644224753518	TMEM139	3.91763630220629e-29
3.98499202944482e-40	0.026379415721634	0.00612172768265229	0.0120026724242158	TMEM143	1.1183481631434e-35
4.03345593041821e-103	0.0429492098763114	5.82169285219258e-05	0	TMEM150B	1.21165016149763e-98
2.01438015404111e-23	0.04902224517816	2.2377937898832e-06	0	TMEM161B-AS1	5.32400674713067e-19
1.1315085762814e-230	0.0814839269930895	0.00403653624353062	0	TMEM163	3.50518726760453e-226
8.59945207296421e-95	0.0694105028802742	3.66006838864452e-06	2.97118049785716e-05	TMEM165	2.57106418077484e-90
9.7010208408087e-22	0.0123815642728629	0.000103889468821006	0.0215416805193188	TMEM169	2.53963024591531e-17
2.3129050257708e-66	0.0207256351224612	5.59019092281621e-05	0.00163703046067298	TMEM174	6.75900235681002e-62
0	0.577628594705895	0	0	TMEM178B	0
3.91391560323901e-122	0.0537802286824384	0	0	TMEM184A	1.1855250362211e-117
4.52795192629328e-85	0.0368630882661257	0.00040498050317378	0.157639145152819	TMEM184B	1.34548091489805e-80
7.04102404519976e-75	0.0600215765776275	0	0	TMEM192	2.07407445299449e-70
1.80870366329533e-58	0.0461412596272697	0	0.000129455596247163	TMEM200A	5.2374631978043e-54
4.05116347606993e-15	0.0100807829264424	3.70790207184224e-05	1.98236461951273e-06	TMEM202-AS1	1.00914482188902e-10
6.29992440298123e-53	0.0340986341304152	0	0	TMEM206	1.80914929080412e-48
3.93649923157362e-45	0.0358841603470999	5.94139349366363e-05	0	TMEM213	1.11603689714344e-40
3.0358108340765e-58	0.0185273305424688	0.00447964926383193	0.00165354896608816	TMEM217	8.78806520248464e-54
5.81738762552537e-17	0.0189370888039511	0.00118718858697209	0.00736007550107259	TMEM220	1.47395150267936e-12
1.4108349786483e-12	0.0238645336627256	0.00105282804636636	0.000507439686327049	TMEM220-AS1	3.4157725668054e-08
2.9509100110694e-12	0.0134274624825956	0.0083137180775853	0.00681806120218253	TMEM230	7.11110294467504e-08
1.63604654885326e-13	0.0384354428990114	0	0	TMEM232	4.00880485865513e-09
1.36079804750054e-110	0.0776150662661244	0	0	TMEM241	4.10321435262837e-106
1.34585322999776e-22	0.0550092048220392	0	0	TMEM245	3.5390556536021e-18
1.71374495442102e-38	0.0224144002419081	0	0.000439504793263934	TMEM246	4.78717515567969e-34
0	0.260158708324736	0	0	TMEM246-AS1	0
1.2512100710242e-15	0.0174399568022897	0.0015535688414961	0.0689469279261759	TMEM248	3.13215417079487e-11
2.42290886060951e-21	0.0119253024065345	1.35738683296194e-05	0.000146007746401777	TMEM252	6.32791107125385e-17
5.04809050267579e-90	0.077844774210941	0	0	TMEM259	1.50508818337279e-85
9.34528746205963e-25	0.0134413239612684	0	0.0276108543883882	TMEM26	2.48500538903628e-20
5.49264944414514e-168	0.0503142829344566	0	0	TMEM267	1.68366183411381e-163
3.73932363656982e-56	0.0482097214477746	0	0.0130070774936454	TMEM37	1.07961752035044e-51
3.97996056755967e-25	0.0153822141178211	0.000610151654603985	0.0103187658085026	TMEM50A	1.06089828888871e-20
6.21013279681268e-168	0.118450260623561	0	0	TMEM51	1.90352990487902e-163
3.49639444062774e-27	0.0104104870073818	0	0.000321600408907163	TMEM54	9.40005645362769e-23
2.0066867805114e-56	0.063779451353626	0	0	TMEM63A	5.79491008476082e-52
1.11842067289964e-160	0.0575932162261134	0.00315848522020873	7.06007733799474e-05	TMEM64	3.42247910114018e-156
