pval	A	s.t..oConditionAKI	s.t..oConditionRef	gene	fdr
1.21518991566757e-78	0.0245957924803959	0	0	AP001978.1	3.59270898567117e-74
8.87593907604654e-103	0.0441451272857955	0	0.00014215074796653	AP002336.2	2.66588830149058e-98
2.46956175620863e-44	0.013483987471329	0	0	AP002444.1	6.99034150712414e-40
8.5961066551682e-87	0.0239390586898984	0	0	AP002518.2	2.55716980777944e-82
8.37472525633045e-26	0.0147663570863989	0.000203961728805213	0.604911767504167	AP002812.2	2.23889905002738e-21
8.00441284547456e-68	0.0336663002864692	0.000422414743539767	1.13868962436925e-05	AP002884.1	2.34257146335659e-63
6.53474373356201e-21	0.0213780523504589	7.80182768861382e-06	1.03957821839251e-05	AP002986.1	1.70223539515557e-16
2.61194643671171e-45	0.0121851408389354	5.87195440953647e-05	0.000626479487142229	AP002989.1	7.40800248380176e-41
3.09383709223145e-70	0.0163717935254388	0	0	AP002991.1	9.08226816795464e-66
4.09374698436003e-154	0.0621556030393092	0	0	AP003049.2	1.25104907842043e-149
4.17575149701859e-131	0.0393618338500461	0	0.0346616203803279	AP003086.2	1.26813397212958e-126
1.18597094852894e-157	0.0827826998358826	0	0	AP003400.1	3.62646196641179e-153
3.16939998693601e-59	0.0353830094729682	0	0	AP003716.1	9.18840750212619e-55
4.87920646512496e-35	0.0114114883599631	0.00370520107006977	0	AP005229.1	1.34949092412426e-30
2.57294582030307e-94	0.0481123354155652	0	0	AP005230.1	7.68950587855776e-90
6.77982585191058e-97	0.0353528495608045	0	0.324775371978738	AP006621.4	2.02954086876943e-92
8.48099048804304e-21	0.0169209005153589	1.97226599746303e-05	0.00373989625685001	AP1M2	2.20666891508392e-16
2.28324630407566e-122	0.0512079146600516	0.000736502900099079	2.83802353333584e-05	AP1S3	6.916409704306e-118
1.38174246784307e-59	0.107483187088296	2.83077772439411e-06	0	AP2A2	4.00746767948524e-55
1.52707780637781e-53	0.0518473869295251	0.00131349248230112	0.00101635504441955	AP2B1	4.38943244665238e-49
4.35148915442485e-31	0.0461943549855905	0	0	AP3D1	1.18839168807343e-26
8.88974912610854e-15	0.0231859849948955	4.4770358227364e-06	0.000803493414691936	AP3S1	2.20625793811762e-10
1.51694557071466e-118	0.0449480580682891	0	0.0328475870289263	APBA1	4.58800187862649e-114
0	0.213843531534471	0	0	APBB1IP	0
3.43072921502031e-135	0.125502401047937	0	0	APBB2	1.04325044699552e-130
9.50430932897081e-50	0.0460217488258321	1.74427428700774e-06	0	APC	2.71557126147354e-45
9.63864696136041e-26	0.0211972056857246	4.93325908512698e-06	0	APEH	2.5761211733628e-21
5.99305419135901e-14	0.0270382226640587	0	0	APLP2	1.47566973353833e-09
4.69032159222791e-138	0.108559870036942	0	0	APOE	1.42759318302641e-133
5.29835536160562e-24	0.0101158863049489	0.00492606202633439	1.63548470261121e-05	APOM	1.40417013793272e-19
3.54278910451951e-22	0.0454090986544987	0	0	APOO	9.29734144699056e-18
1.38666092822617e-10	0.0143073803644616	1.85197802259895e-05	0	APOOL	3.25837584914586e-06
0	0.447578554358263	0	0	APP	0
5.40844863103148e-14	0.0480967318520725	0.000863742701489756	0	APPBP2	1.33242540474091e-09
3.3751872882102e-16	0.0351208234899852	0.00785498832858156	1.09273584423253e-05	APTX	8.49872159171329e-12
4.53189771836766e-54	0.104989064863926	0	0	AQP1	1.30378165459719e-49
2.58010607420773e-11	0.0101947046835864	1.99278704396399e-05	0.229172594369787	AQP11	6.13188009596209e-07
1.80244833524459e-143	0.104096731777109	0	0	AQP2	5.49530448449372e-139
1.26188253928124e-26	0.0197954510112858	0	5.23670912189189e-06	AQP3	3.3852522881298e-22
3.35644190456949e-58	0.0905171658790011	0	0	AQP4-AS1	9.71555673696685e-54
7.555743827088e-191	0.0748297139717079	0	0	AQP7	2.32648908179867e-186
2.79231430868033e-225	0.127292269065905	0	0	AR	8.64528433110516e-221
1.55149916484439e-33	0.0374611546753772	1.85447082151624e-06	0.0221239863748406	ARAP2	4.27484564889576e-29
1.87271073071229e-28	0.0239399275541791	1.26854059191994e-05	0.0062332834565999	ARF4	5.06512071335753e-24
6.28476002992034e-83	0.067833320992866	0	0	ARFGAP1	1.86424836767527e-78
5.88695247532933e-13	0.0183948701540009	0.00432742163119709	0.000686358699787282	ARFGAP3	1.43241327629713e-08
1.43941192021375e-95	0.104033523311287	1.3722600112398e-05	8.51216974240288e-07	ARFGEF1	4.3045613473992e-91
7.1545350157053e-23	0.0491732289534943	0	0	ARFGEF2	1.88493379523772e-18
6.93693609293572e-28	0.0298714587759762	1.31755840069303e-05	0	ARFRP1	1.87116914170848e-23
1.3074008913098e-13	0.0116350269222583	0	0	ARG2	3.20705438638293e-09
5.56592142851759e-117	0.112178156684935	0.000205043577664821	0	ARGLU1	1.68224409255516e-112
1.05451987438922e-65	0.114093123563843	0	0	ARHGAP10	3.0799361971286e-61
4.57829892902491e-85	0.077269056684313	0.00216208500844173	0	ARHGAP12	1.36039574377046e-80
1.98210460455524e-50	0.011345318675465	0.0008551733299903	0.252296660688987	ARHGAP23	5.67020664225117e-46
1.62059883253095e-113	0.208836833350197	0	0	ARHGAP24	4.89177757599467e-109
0	0.367983076813617	0	0	ARHGAP26	0
2.50308256298649e-12	0.0155551963352251	0	0.0143692448510629	ARHGAP27	6.03993822448641e-08
6.06656663328261e-59	0.0629339754299471	0	0	ARHGAP28	1.7580910103253e-54
0	0.310370843135608	0	0	ARHGAP29	0
1.3134018111094e-40	0.0387952856756424	0	5.21628758853865e-07	ARHGAP31	3.69092176957962e-36
1.87328520281828e-68	0.117127650221852	0	0	ARHGAP32	5.48591571645334e-64
2.8779634653831e-10	0.0246136404632022	9.94792139147327e-06	4.94109202664461e-07	ARHGAP35	6.72378604417454e-06
4.78678594826694e-141	0.0273380049131884	0	0	ARHGAP40	1.45829433913952e-136
8.58667944398471e-58	0.116735280704929	0.00140475359683373	0	ARHGAP42	2.48421222993922e-53
6.09801704995707e-273	0.397888708325034	0	0	ARHGAP6	1.89666624304815e-268
2.41123667638921e-101	0.121713835869912	0	0	ARHGEF10L	7.23684463684695e-97
7.63253815119408e-26	0.046069559448609	0.00266753415167653	0	ARHGEF11	2.04078805086627e-21
1.19847833552864e-83	0.114180164626453	0	0	ARHGEF12	3.55648446068123e-79
8.71848270260774e-37	0.0249248265190495	1.01883948072645e-06	1.48980055056924e-05	ARHGEF16	2.42469722442224e-32
3.06348728508651e-50	0.0277002141300633	4.21529189453818e-05	1.91171779838073e-05	ARHGEF2	8.76034824043339e-46
8.48059322201843e-111	0.190435030599506	0	0	ARHGEF28	2.5574924979641e-106
4.08600630239293e-146	0.140035627973267	0	0.000169515644030782	ARHGEF3	1.24664052286008e-141
1.0855048122634e-266	0.0912829634437704	0	0	ARHGEF38	3.37418315843956e-262
4.54642670534237e-104	0.0369200356417324	1.3167708654227e-05	0.0436808489119942	ARHGEF40	1.36674679616002e-99
0	0.305177255926587	0	0	ARID1B	0
2.04917315331948e-72	0.0812653435038107	0	0.000482170297457396	ARID2	6.02395431881329e-68
8.64619588764377e-21	0.0255828164086696	0	8.94460587613777e-06	ARID3A	2.24930786017053e-16
2.27241150830701e-50	0.0741284493797402	0.000152082180560731	0.00012755136169329	ARID4B	6.50023311951219e-46
5.24755881572301e-32	0.0853592431660034	0	0	ARID5B	1.43840834697783e-27
9.78501118508718e-169	0.14583184316888	0	0	ARIH1	2.99988872912403e-164
5.03536209491458e-25	0.0922672289640716	0	0	ARL15	1.3412694012224e-20
1.32465828031956e-25	0.023659673453075	0	1.06484309841948e-06	ARL16	3.53869213004567e-21
3.32344453450595e-19	0.014959617897039	0.00354858627098609	1.38139148695426e-05	ARL17A	8.55454623181832e-15
5.47836184801871e-184	0.032917825125265	0	0	ARL4C	1.68432235017335e-179
5.15200312659388e-48	0.046109526223858	0	0	ARL6IP4	1.46852697120432e-43
1.73281270730986e-16	0.0176065776363518	0	0.00100469646802837	ARL6IP5	4.37379255452082e-12
6.71311349766238e-32	0.038754791939625	0	0	ARL8B	1.83972875403438e-27
1.50770299473359e-37	0.0249491875049006	0	0.414270476302798	ARMC10	4.20302363841884e-33
4.7552530159474e-47	0.0413544647229645	0.00227884412679236	3.36485884073201e-05	ARMC2	1.35301214062751e-42
3.13428222935564e-134	0.0343281418084399	4.90969750828185e-05	0	ARMC3	9.52821797724116e-130
1.51757884944002e-22	0.0134436385773224	0.00408369405574083	0	ARMC5	3.98956303729288e-18
2.2400430235222e-80	0.0677213229540172	9.81439887570712e-06	0	ARMC8	6.6291833238116e-76
4.91071907210266e-164	0.0911280670613851	0	0.00080344794589382	ARMC9	1.50376039425927e-159
2.19696323136196e-20	0.017342793680085	0.000388340314632807	0.00772528703882697	ARMH1	5.70024080009175e-16
1.58009519930131e-37	0.0571953059398864	3.85811109460121e-06	0	ARMH3	4.40435735853246e-33
3.56716858807118e-28	0.0340291253073935	-3.93028389389372e-07	1.84224187164128e-05	ARMH4	9.63563579009786e-24
4.05332404065798e-25	0.0308823211516298	0.00139931658609405	0.00629557508509776	ARNT	1.08037298979698e-20
0	0.125561936833845	0	3.01454927392752e-06	ARNT2	0
7.41725999559749e-185	0.0319146999987312	1.50771687179585e-06	1.43352457507295e-05	ARNTL2	2.28102996644609e-180
1.83935152124468e-48	0.0382905431902443	5.06956089718624e-06	3.15458724913786e-05	ARPC2	5.24656627919832e-44
9.22155045927164e-11	0.0162108637887948	1.00370924789317e-05	0.0298791613563277	ARPC3	2.17342722774573e-06
2.70400613391704e-28	0.0156081687684124	0.000307210701219029	0.424133617455822	ARPC5	7.30919898059115e-24
3.74966262448527e-13	0.0158609897091496	0.000290225530113541	5.39642867803392e-05	ARPP19	9.1503017025314e-09
6.48222495464736e-15	0.0134796397614317	0	0	ARPP21	1.61057361223168e-10
5.28684398424064e-30	0.0132013546628803	0.00141979863229069	0.211262717241075	ARRB1	1.43828590591267e-25
2.53836456544341e-20	0.0129531879717587	0	0.255620845306569	ARRDC4	6.58324850047748e-16
6.17676731490063e-42	0.0257480208172782	0	0	ARSA	1.74086010003159e-37
0	0.242722447876634	0	0	ARSB	0
1.22528343402623e-256	0.0887608522678569	0	0	ARSF	3.80585287442887e-252
5.68961870844109e-103	0.0325110672807139	0	0	ARSI	1.70899077145445e-98
4.62691908778057e-55	0.0452900404514276	2.89958361662235e-05	0.0137440949363715	ARSJ	1.33333927352573e-50
3.53343549114576e-45	0.0361919023735011	0.000972156116443357	0	ASAH1	1.00183496480456e-40
3.41654499254534e-185	0.118840169143416	0	0	ASAP1	1.05072424700739e-180
9.1158884465429e-79	0.048662199928742	0	0	ASB13	2.69538589587381e-74
1.53393260524779e-44	0.0137736109352043	0	0.000117545043071487	ASB15	4.34425053132227e-40
1.34590297476773e-20	0.0240280142518167	0.000682279445171075	0.120861356821498	ASCC1	3.49759806052889e-16
3.06064066645562e-150	0.0958979704931796	0.00235867157416536	0	ASCC3	9.34321776248906e-146
2.08785684861655e-23	0.0641786543360903	0	0	ASH1L	5.51737050815408e-19
8.80943710072498e-92	0.0305813001547222	0	0	ASIC2	2.62908840834036e-87
1.1616275851707e-18	0.0185003000445052	0.00483624241007397	0.0101162182482263	ASL	2.97736766355103e-14
1.45500884480472e-32	0.0322909911994985	9.98574604449409e-07	0	ASMTL-AS1	3.99705479756305e-28
0	0.240189010451558	0	0	ASPA	0
4.41631633482493e-75	0.0242945002656145	2.23713741105969e-05	0	ASPDH	1.30113511856612e-70
1.21269257248128e-53	0.0235232175236312	0.000765165471304563	0	ASPG	3.48612733811194e-49
6.73891977553205e-20	0.0346335832324611	6.70283510156855e-06	2.37886339349291e-07	ASPH	1.7428194323481e-15
1.01170227431858e-118	0.0255688448518684	0	0.238157352437037	ASPHD1	3.05999469890398e-114
4.76962270490147e-65	0.0777103550712795	0	0	ASRGL1	1.39220517133369e-60
0	0.418452060666748	0	0	ASS1	0
3.76746397743323e-104	0.222639995843793	0	0	ASTN2	1.13265037017553e-99
3.07839817519354e-30	0.011898898599908	0	0.752597813082128	ASTN2-AS1	8.38370959032209e-26
1.57190483797715e-55	0.0734002578811172	0.000884561703539621	0.247932520831678	ASXL1	4.53384512417748e-51
4.66948386195019e-21	0.0473308030872486	0	0	ASXL2	1.21752122216489e-16
6.50116694780969e-111	0.0547221185862695	-1.84120881319139e-07	0.00073665649014576	ASXL3	1.96088197479836e-106
3.2442905599034e-48	0.0405336698714896	0.000775349993590635	5.77919866939225e-05	ATAD1	9.2494723862846e-44
6.71945752143765e-57	0.0919371649162003	0	0	ATE1	1.94192322369548e-52
3.14044531994086e-91	0.0579417812464367	1.206802015008e-05	0	ATF2	9.36920456751157e-87
6.50354845130101e-136	0.0617085409796022	5.66547540931106e-06	0	ATF3	1.97831440340125e-131
3.77830210573299e-10	0.0209448255315055	4.25014827704073e-06	0	ATF4	8.80306607614729e-06
2.40636545672744e-76	0.0819322481769992	0	0	ATF7IP	7.09685300498056e-72
1.25474734145886e-109	0.0798653853275286	4.60455885952782e-05	0.000171112387382821	ATG10	3.78143206295457e-105
5.46065498053872e-13	0.0125544247206092	0.0054368009275228	0.035397847800838	ATG16L2	1.32934184846235e-08
1.03839948648267e-80	0.0595888716160843	0.00536055060541124	0	ATG5	3.073870159886e-76
9.68827510044794e-181	0.125400606266866	0	0	ATG7	2.97681940736363e-176
2.46689735244219e-54	0.0300233271617091	0.000727873538429014	0.867168501242564	ATL3	7.09923720085814e-50
1.72914606934931e-11	0.0119883177955324	2.99267919309787e-05	4.27694298549275e-06	ATP10A	4.12124674168714e-07
9.13239216140953e-92	0.078488769005139	0	0	ATP10D	2.72528846880783e-87
7.73234008225418e-222	0.22281872650012	0	0	ATP11A	2.39230869804862e-217
3.61196731784888e-44	0.0492423261141021	0.00162338813172769	0	ATP11B	1.02200615258534e-39
7.48732708801678e-50	0.0608030572835536	1.01679575070235e-05	0	ATP11C	2.13980320848432e-45
3.90665175726231e-15	0.014380562697404	0.00055494038682985	0.00142658437900756	ATP13A1	9.7326415228676e-11
1.16740191161726e-195	0.119370635459942	0	0	ATP13A3	3.59746573083975e-191
9.32259167575958e-43	0.105846585647679	0	0	ATP1A1	2.63167440415017e-38
9.54289370370516e-119	0.142232756381497	0	0	ATP1B1	2.88653448749674e-114
1.72138708899697e-14	0.0163473110397409	0.000100406330429181	0.0086110191820839	ATP1B3	4.26008876784969e-10
2.93999728614383e-22	0.042558823354722	0	1.17260602561231e-07	ATP2A2	7.71866887504202e-18
3.65873610281702e-35	0.0419630361763862	0.00315745728348049	1.1279161675537e-05	ATP2B1	1.01233569228844e-30
1.5541811040368e-168	0.0583748001238821	0.00793126619224271	0.00197563144159579	ATP2B4	4.7644975925352e-164
2.30704053480301e-78	0.0497132031444506	0.00133953797113834	0.000383993448571152	ATP2C1	6.81868900466377e-74
1.46468148949166e-26	0.0234978712409485	3.33920934406651e-05	0	ATP2C2	3.92812928666768e-22
3.67442444163592e-12	0.0198924850742436	3.49284425530394e-05	0.000138167492447605	ATP5F1B	8.84360474612933e-08
6.08018368853451e-11	0.025481382745352	0	0	ATP5F1E	1.43723382029579e-06
2.05961020227402e-39	0.0305658222212217	3.88706263876326e-06	0	ATP6AP1	5.76958605963021e-35
1.99840293736263e-55	0.0806029281308596	0.000996791633182947	4.18031516430384e-06	ATP6V0A1	5.76299439076636e-51
4.09636585465857e-11	0.0105210770447398	0.0040400929581873	0.819258133223144	ATP6V0A2	9.70797743895534e-07
1.45096662165333e-27	0.0345009754216229	0.000193177544034029	3.49115004577571e-06	ATP6V0A4	3.90861388540975e-23
1.04672440443896e-27	0.0351589325550361	0	3.70664712302515e-05	ATP6V0B	2.82123628728432e-23
5.49028461354815e-21	0.0114776892630801	0.000196001164010917	0.0178138951201743	ATP6V0E2	1.43087797598292e-16
3.21703425819092e-84	0.0578188697079862	0	0	ATP6V1B2	9.55298322969794e-80
9.61257221338088e-20	0.0429498173512347	0.00412975855903597	2.4903733614301e-05	ATP6V1C1	2.48273515127201e-15
1.49166861113424e-10	0.0175486007177246	0.00138995849536755	0.0212850825464959	ATP6V1E1	3.50288539952654e-06
4.46787910154637e-16	0.0276464916897754	0.00703604842103744	0.0335137585433777	ATP6V1H	1.12389498799399e-11
1.12274827545819e-12	0.0147815652849967	0.00637561006474169	0.00253474476016546	ATP7B	2.72131727005555e-08
1.19336330175565e-199	0.0740818001064249	0	0	ATP8A1	3.67997441362391e-195
5.68438600994607e-209	0.0717805176119607	0	1.69344838755192e-05	ATP8B1	1.75590683847234e-204
1.17653664323054e-61	0.0129172782755972	0.00172281793524104	0.963616446633618	ATP8B2	3.42042732919982e-57
0	0.15413578486767	0	0	ATP8B4	0
1.2279599523799e-297	0.0827113953673919	0.000136702933897448	0.000131273252460207	ATP9A	3.8270599875872e-293
1.71483324465891e-236	0.0715836229175288	0	0	ATRNL1	5.31529712514475e-232
8.18077087592171e-22	0.0857935003451012	0	0	ATRX	2.14295293094769e-17
1.65272018308813e-123	0.148516262387909	0	0	ATXN1	5.00741161072041e-119
3.87448865174627e-125	0.111268543808646	0.000208851308434121	2.7913651703404e-06	ATXN10	1.17451248989036e-120
8.69137378191748e-69	0.143100272850276	0	0	ATXN2	2.5469201730531e-64
7.49898304730628e-16	0.0148506461162089	0.00201425193805876	0.0107513746663978	ATXN7	1.88149484656914e-11
3.89802780136733e-132	0.157584893879707	0	0	ATXN7L1	1.18437676716745e-127
3.00990650134253e-30	0.0572447064488133	1.84560400484091e-05	0	AUH	8.19748035640639e-26
1.77242058596869e-24	0.018423373685466	0	3.22711246103502e-06	AUP1	4.70737183427423e-20
1.36500489561615e-123	0.145450230478069	0	0	AUTS2	4.1361013342065e-119
3.03255852679493e-50	0.0726535183381281	0	0	AVEN	8.67220761907547e-46
7.24322381344551e-104	0.108946483953529	0	0	AVL9	2.17709578160732e-99
1.0752112053881e-133	0.0315853583076827	0.000121885732118243	0.0129864895298286	AXL	3.2683195010182e-129
4.88101545441212e-214	0.078944878500313	0	0	AZGP1	1.5086242566497e-209
9.70491388385546e-45	0.0303697230701785	3.42209579469732e-05	0.00906177798357105	AZIN1	2.74930505415741e-40
3.01951918352192e-40	0.0620060145718839	0	0	B2M	8.47669620390109e-36
3.62845127163014e-11	0.013089716729216	1.56557428759863e-06	0.00181162957812153	B3GALNT1	8.60704926143387e-07
8.93577035009778e-40	0.0320214208308391	0.000296854561506743	0.0209091139680889	B3GALNT2	2.50505385994641e-35
5.36229513859526e-99	0.0214066671646879	0	0	B3GALT5	1.60702623008561e-94
5.94387284676499e-18	0.0127490735058638	0.00433949294470803	0.0231845991049342	B3GNT5	1.51622252448128e-13
1.17221602443363e-113	0.121288266802339	0	0	B4GALT1	3.53856851295781e-109
7.97217220278356e-36	0.0315442291678088	0.00240373222737089	8.74935248976749e-05	B4GALT4	2.20996585633363e-31
1.28515474352351e-201	0.225898065687832	0	0	B4GALT5	3.96521644566745e-197
5.34194553241551e-69	0.120451256886642	0	0	BABAM2	1.56572423555098e-64
0	0.14720541023007	0	0	BACE2	0
3.11276107940541e-46	0.0680053625587222	0.00438351310497193	0	BACH1	8.8442880549146e-42
0	0.15060334015812	0	0	BACH2	0
0	0.16581160669908	4.7558601340425e-07	0	BAIAP2	0
1.37451376738401e-160	0.0807554696043508	0	2.83504957532266e-06	BAIAP2L1	4.20587467681834e-156
6.32405428018317e-160	0.0891317878587196	0	0	BAIAP2L2	1.93490764756484e-155
3.52238867112768e-45	0.0167309521684087	0.000305016718668782	0	BAMBI	9.98738083811544e-41
6.74026211342977e-13	0.0253151674243544	0	6.80029328986587e-06	BANK1	1.63909694074385e-08
4.23051200084691e-16	0.0165549774449257	0.000938533859041857	-7.41829524475435e-08	BAP1	1.06443912453309e-11
1.02435974945901e-14	0.0151757822834375	0.000681702522402239	0.00110467191346847	BAX	2.54071948658319e-10
3.16066990936339e-216	0.0910344697379908	0.000450092943948266	8.6172358166936e-05	BAZ1A	9.77215922576973e-212
3.01581193801495e-37	0.0750657335694395	0.000200080783634871	0	BAZ1B	8.39843308498404e-33
8.53177819390453e-167	0.176447080027671	4.04134237380616e-06	0	BAZ2B	2.6144781097401e-162
1.59513906883074e-18	0.0127561240195777	0.00851457853138166	0.00129336936432595	BBIP1	4.08403455792734e-14
5.26826044825153e-19	0.0226631415263533	0.00027798135068402	0.00215137188622427	BBOF1	1.35389025259616e-14
0	0.389301710658532	0	0	BBOX1	0
3.10805276112588e-28	0.043725354459935	0	0	BBOX1-AS1	8.3995125869427e-24
6.4427715901122e-32	0.027319430707002	0.0045339464549764	0.0146920701508861	BBS4	1.76583483741795e-27
2.79540058699573e-105	0.097095548680516	0	0	BBS9	8.40716726538966e-101
1.97893537912424e-80	0.1065436880464	0	0	BBX	5.85705504159403e-76
1.12269232233065e-57	0.145105217991578	0	0	BCAS3	3.24749981157364e-53
5.5233203006004e-62	0.0792295754969287	0	0	BCKDHB	1.60667864224165e-57
3.19792689118578e-174	0.0352023661448354	0	0	BCL11A	9.81411783636004e-170
0	0.552329134658489	0	0	BCL2	0
3.47499824790183e-84	0.109555220188058	0	0	BCL2L1	1.03186597973197e-79
5.4378289559721e-21	0.0472986756870488	0	0	BCL2L13	1.41726136079501e-16
1.24084915358979e-50	0.0202040889357802	0	0.098320897195086	BCL2L14	3.55031759825111e-46
1.83592389326899e-20	0.0200814419291004	5.80238874730021e-05	0.00478884859459505	BCL2L2-PABPN1	4.7667927964836e-16
6.75081991461395e-19	0.0292505447899496	0	2.48666329823455e-05	BCL9	1.73340802947542e-14
6.78847105526219e-16	0.0406898871867773	4.71390110654002e-05	0	BCLAF1	1.70390623487081e-11
1.95610342508853e-13	0.0269368908076731	0	3.43158491586948e-05	BCOR	4.78912801564425e-09
4.8357590379119e-46	0.033124637547217	0	0	BDH1	1.37350063953812e-41
2.32299333216754e-24	0.0182188876032563	7.67164656623187e-06	0	BDH2	6.16661809957196e-20
5.39687044169922e-46	0.104471634882671	0	0	BDP1	1.53271120544258e-41
5.09015061273348e-59	0.0150752968126225	5.13949962340776e-05	0.000185233518707362	BEAN1	1.47522745058242e-54
4.3597345239999e-163	0.136127320419187	0	0	BEND7	1.33473272452257e-158
1.23419998499232e-17	0.0104068545474758	0.00629631908556127	0.574486692716571	BET1	3.14165606179795e-13
3.37770328800311e-36	0.0182967784148383	0	0.0502857009835512	BGN	9.37650432749664e-32
0	0.431735338597124	0	0	BHMT	0
0	0.279493824019783	0	0	BHMT2	0
0	0.885433284159736	0	0	BICC1	0
0	0.24023016350051	0	0	BICD1	0
2.9771638375539e-273	0.286977889748799	0	0	BICDL1	9.2604681167114e-269
2.33161755686303e-99	0.0875617867948905	0	0	BICRAL	6.99042259723105e-95
2.28689133170963e-36	0.0462340973686048	0	0	BIN1	6.35229805208984e-32
8.93038851529699e-56	0.0961536524763024	0	0	BIRC6	2.57704221385925e-51
1.64104124746046e-13	0.0224042026457451	0	0	BLCAP	4.02071516040288e-09
1.22814988791869e-63	0.0260468352155606	0	0.00248358660221393	BMP1	3.57870595840626e-59
6.53899884005638e-97	0.102369931528143	0	0	BMP2K	1.95758008274768e-92
3.66047038723936e-18	0.0109811387484087	0.00457655718073907	0.244360210469825	BMP6	9.353233933474e-14
1.62439469728355e-45	0.0175082653501847	1.6518373123775e-06	0.000142270118914434	BMP7	4.60921995354208e-41
7.17979282693441e-252	0.148386823864872	0	0	BMPR1A	2.22889488519352e-247
5.25419117894612e-45	0.045526911586441	0.00343170797957554	0.000176742513913086	BMPR1B	1.48909032202512e-40
2.06837165851171e-193	0.160572433419931	0	0.133017396610288	BMPR2	6.37223940554287e-189
8.92943267610877e-32	0.0423044070867876	0	0	BMS1P14	2.44586090431295e-27
1.40817414958979e-11	0.0215404226910714	0.000149119948822718	0.00262576541256815	BMT2	3.36117087765588e-07
1.48384972629429e-47	0.0185294395658137	0	0.658398455101071	BMX	4.22674594534929e-43
0	0.604603960768621	0	0	BNC2	0
1.69236862433912e-269	0.170597571120293	0	0	BNIP3L	5.26106634248301e-265
3.53058851596318e-41	0.0102487037917064	0.000796054101335819	0	BOC	9.93366384851401e-37
8.05514143369625e-91	0.112087839337059	0	0	BOD1L1	2.40260703542858e-86
4.20170618325492e-203	0.168067719926628	0	0	BRAF	1.29664652815247e-198
3.62724706774523e-26	0.0183188067534099	0	0.341386120343432	BRCA1	9.71195402388787e-22
8.97215503319881e-99	0.0741831080640529	0	0	BRD2	2.68823709104703e-94
1.74487489183483e-32	0.0342595126478774	0	0	BRD9	4.79177542795681e-28
5.99736291083658e-22	0.0228024232649211	0	0	BRINP1	1.57196879255938e-17
6.64936069664012e-32	0.0398957988485741	0.00166313991054562	0	BSDC1	1.82232379252119e-27
5.87560670064115e-30	0.0295890995520184	0.000175122993187782	0.00313855571184396	BTBD1	1.59792999830637e-25
1.02662138341865e-46	0.0168385412611617	0.00150417209811032	0.084131155977307	BTBD19	2.91991653871934e-42
7.63184834745759e-20	0.0277152620944636	1.55624413804012e-05	0.459829394034488	BTBD2	1.97321439023516e-15
1.88855909873733e-127	0.141666359435766	1.839120540581e-06	0	BTBD7	5.73083258511844e-123
7.22353867981249e-87	0.160029279299107	5.98254701328349e-06	0	BTBD9	2.14893052185742e-82
2.58295717590289e-21	0.0201018172549096	0	0	BTD	6.74487607343522e-17
1.18301857438206e-13	0.0108703958373182	0	0.00238410563405916	BTF3	2.90324588339101e-09
1.55336150074565e-17	0.0262107080245193	3.16767296908993e-05	0.000892154692397007	BTG1	3.95283901094746e-13
7.71788326297372e-27	0.0253566222009019	0.000435455955493602	0	BTG2	2.07232883494107e-22
3.74923972162829e-29	0.0137770986296626	0.00183520164770901	0.571751062484682	BTG3	1.01698127449167e-24
2.08932878217504e-75	0.0853603260219152	0	0	BTRC	6.15704298819162e-71
8.59308226734721e-31	0.0206473249395407	3.36335484957262e-06	0	BX255925.3	2.34462249664569e-26
3.71350894362854e-64	0.0227375187756202	0	0	BX547991.1	1.08259926233603e-59
2.72693491826921e-62	0.0199247408248735	1.77290411481623e-05	0.000728383024420798	BX890604.1	7.93674407962254e-58
1.00502048022228e-70	0.0404530600448059	0.000693626727019669	0	C10orf67	2.9511421381247e-66
2.07934727608476e-207	0.159237600519475	0	0	C11orf49	6.42206406218779e-203
0	0.160849913793803	0	0.000244451327021278	C11orf80	0
0	0.198897466285412	0	0	C12orf75	0
3.18499856347061e-59	0.0394694692272834	5.30007929304133e-05	3.17960862765143e-05	C15orf41	9.23331083550129e-55
2.26456530036543e-12	0.0181877734419106	0	0.7303807135692	C16orf58	5.46756646120229e-08
8.9095327659577e-32	0.027746978829355	2.17072981346655e-05	0.1322130295899	C16orf87	2.44049921525113e-27
6.43299679466389e-14	0.0195865921428592	0	0.0106751038431687	C18orf25	1.58322484113473e-09
1.78045500659935e-19	0.0205378470934312	4.56669748480354e-05	0	C19orf70	4.59090323451642e-15
5.57771468680656e-18	0.0136463411452451	0.00372483855549477	0.721691460934984	C1D	1.42326545663243e-13
8.52375067358282e-55	0.0720622053536155	7.69402393119289e-06	0	C1GALT1	2.45501066900532e-50
3.71007781424561e-13	0.0177604038038167	0	0	C1orf21	9.05481591344783e-09
2.44995509838554e-135	0.0751298336297485	1.31240808239896e-05	0	C1QTNF3-AMACR	7.45055844970027e-131
8.58386558583509e-22	0.0155111421097552	0	0	C1QTNF7	2.24802855827435e-17
2.00396956034287e-127	0.059242357978331	0.000692271860495364	0.0379555439152998	C1RL	6.08084523390441e-123
2.60692699599202e-27	0.0178155686012662	0.00951733804647897	0.035187123378092	C1S	7.01445846811574e-23
9.07845913556025e-121	0.146743465222283	0	0	C20orf194	2.74895742624765e-116
4.01563556048618e-22	0.0128845372088693	9.47892284673957e-05	0.82254537415586	C2CD2L	1.05346183293795e-17
7.23593649454368e-24	0.034881110691176	0	0	C2CD5	1.91672721803967e-19
